,Sample Name,Source Plate Name,Source Well,Destination Well,Transfer Volume,Destination Plate Name,Source Plate Type
500,PBS,af_src001,I13,G14,1850,dest_plate,384PP_AQ_BP
501,PBS,af_src001,I13,G15,1950,dest_plate,384PP_AQ_BP
502,PBS,af_src001,I13,G17,1325,dest_plate,384PP_AQ_BP
503,PBS,af_src001,I13,G18,2000,dest_plate,384PP_AQ_BP
504,PBS,af_src001,I13,G20,1200,dest_plate,384PP_AQ_BP
505,PBS,af_src001,I13,G21,1550,dest_plate,384PP_AQ_BP
506,PBS,af_src001,I13,G22,1750,dest_plate,384PP_AQ_BP
507,PBS,af_src001,I13,G23,1850,dest_plate,384PP_AQ_BP
508,PBS,af_src001,I13,G24,1950,dest_plate,384PP_AQ_BP
509,PBS,af_src001,I13,H2,1325,dest_plate,384PP_AQ_BP
510,PBS,af_src001,I13,H3,2000,dest_plate,384PP_AQ_BP
511,PBS,af_src001,I13,H5,1200,dest_plate,384PP_AQ_BP
512,PBS,af_src001,I13,H6,1550,dest_plate,384PP_AQ_BP
513,PBS,af_src001,I13,H7,1750,dest_plate,384PP_AQ_BP
514,PBS,af_src001,I13,H8,1850,dest_plate,384PP_AQ_BP
515,PBS,af_src001,I13,H9,1950,dest_plate,384PP_AQ_BP
516,PBS,af_src001,I13,H11,1325,dest_plate,384PP_AQ_BP
517,PBS,af_src001,I13,H12,2000,dest_plate,384PP_AQ_BP
518,PBS,af_src001,I13,H14,1200,dest_plate,384PP_AQ_BP
519,PBS,af_src001,I13,H15,1550,dest_plate,384PP_AQ_BP
520,PBS,af_src001,I13,H16,1750,dest_plate,384PP_AQ_BP
521,PBS,af_src001,I14,H17,1850,dest_plate,384PP_AQ_BP
522,PBS,af_src001,I14,H18,1950,dest_plate,384PP_AQ_BP
523,PBS,af_src001,I14,H20,1325,dest_plate,384PP_AQ_BP
524,PBS,af_src001,I14,H21,2000,dest_plate,384PP_AQ_BP
525,PBS,af_src001,I14,H23,1200,dest_plate,384PP_AQ_BP
526,PBS,af_src001,I14,H24,1550,dest_plate,384PP_AQ_BP
527,PBS,af_src001,I14,I1,1750,dest_plate,384PP_AQ_BP
528,PBS,af_src001,I14,I2,1850,dest_plate,384PP_AQ_BP
529,PBS,af_src001,I14,I3,1950,dest_plate,384PP_AQ_BP
530,PBS,af_src001,I14,I5,1325,dest_plate,384PP_AQ_BP
531,PBS,af_src001,I14,I6,2000,dest_plate,384PP_AQ_BP
532,PBS,af_src001,I14,I8,1200,dest_plate,384PP_AQ_BP
533,PBS,af_src001,I14,I9,1550,dest_plate,384PP_AQ_BP
534,PBS,af_src001,I14,I10,1750,dest_plate,384PP_AQ_BP
535,PBS,af_src001,I14,I11,1850,dest_plate,384PP_AQ_BP
536,PBS,af_src001,I14,I12,1950,dest_plate,384PP_AQ_BP
537,PBS,af_src001,I14,I14,1325,dest_plate,384PP_AQ_BP
538,PBS,af_src001,I14,I15,2000,dest_plate,384PP_AQ_BP
539,PBS,af_src001,I14,I17,1200,dest_plate,384PP_AQ_BP
540,PBS,af_src001,I14,I18,1550,dest_plate,384PP_AQ_BP
541,PBS,af_src001,I14,I19,1750,dest_plate,384PP_AQ_BP
542,PBS,af_src001,I14,I20,1850,dest_plate,384PP_AQ_BP
543,PBS,af_src001,I14,I21,1950,dest_plate,384PP_AQ_BP
544,PBS,af_src001,I15,I23,1325,dest_plate,384PP_AQ_BP
545,PBS,af_src001,I15,I24,2000,dest_plate,384PP_AQ_BP
546,PBS,af_src001,I14,J2,1200,dest_plate,384PP_AQ_BP
547,PBS,af_src001,I15,J3,1550,dest_plate,384PP_AQ_BP
548,PBS,af_src001,I15,J4,1750,dest_plate,384PP_AQ_BP
549,PBS,af_src001,I15,J5,1850,dest_plate,384PP_AQ_BP
550,PBS,af_src001,I15,J6,1950,dest_plate,384PP_AQ_BP
551,PBS,af_src001,I15,J8,1325,dest_plate,384PP_AQ_BP
